,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기
9796,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_2017111021635999_CurrentAssets,기타유동수취채권,1773658000.0
9797,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_2019813143431843_CurrentAssets,당기손익-공정가치측정금융자산,495924600.0
9801,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_2020324162345854_AssetsAbstract,매각예정비유동자산,0.0
9803,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_201932571757434_NoncurrentAssets,당기손익-공정가치측정금융자산,991119400.0
9804,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_2020324163632240_NoncurrentAssets,장기금융자산,0.0
9805,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_201932572655791_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,1513379100.0
9820,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_2018514101243749_CurrentLiabilities,당기손익-공정가치금융부채,12782112.0
9824,[053270],구영테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00202060_udf_BS_20193257353980_CurrentLiabilities,계약부채,1173343700.0
9899,[005320],국동,유가증권시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00168331_udf_BS_202032014852679_NoncurrentAssets,당기손익-공정가치측정금융자산,135582160.0
9903,[005320],국동,유가증권시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00168331_udf_BS_2017116183444751_NoncurrentAssets,무형자산,14982487.0
9910,[005320],국동,유가증권시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00168331_udf_BS_2020320143741903_CurrentLiabilities,매입채무및기타비유동채무,11364698000.0
9914,[005320],국동,유가증권시장상장법인,464,생활용품 도매업,12,2019-12-31,사업보고서,KRW,entity00168331_udf_BS_2020320142247240_CurrentLiabilities,단기리스부채,101885800.0
9941,[001140],국보,유가증권시장상장법인,493,도로 화물 운송업,12,2019-12-31,사업보고서,KRW,entity00104519_udf_BS_2018725174558734_CurrentAssets,기타수취채권,3192468500.0
9949,[001140],국보,유가증권시장상장법인,493,도로 화물 운송업,12,2019-12-31,사업보고서,KRW,entity00104519_udf_BS_2018725175327747_NoncurrentAssets,기타수취채권,2707860500.0
9952,[001140],국보,유가증권시장상장법인,493,도로 화물 운송업,12,2019-12-31,사업보고서,KRW,entity00104519_udf_BS_2018725175255707_NoncurrentAssets,무형자산,10087050000.0
9960,[001140],국보,유가증권시장상장법인,493,도로 화물 운송업,12,2019-12-31,사업보고서,KRW,entity00104519_udf_BS_2018725175923937_CurrentLiabilities,기타지급채무,5690140700.0
9993,[066620],국보디자인,코스닥시장상장법인,424,실내건축 및 건축마무리 공사업,12,2019-12-31,사업보고서,KRW,entity00253985_udf_BS_2018326224540335_CurrentAssets,대여금및관련채권,
9996,[066620],국보디자인,코스닥시장상장법인,424,실내건축 및 건축마무리 공사업,12,2019-12-31,사업보고서,KRW,entity00253985_udf_BS_2018326224855783_NoncurrentAssets,장기금융예치금,784154700.0
9998,[066620],국보디자인,코스닥시장상장법인,424,실내건축 및 건축마무리 공사업,12,2019-12-31,사업보고서,KRW,entity00253985_udf_BS_2018326225134414_NoncurrentAssets,장기대여금및관련채권,1794803500.0
10002,[066620],국보디자인,코스닥시장상장법인,424,실내건축 및 건축마무리 공사업,12,2019-12-31,사업보고서,KRW,entity00253985_udf_BS_20193911016784_NoncurrentAssets,종속회사주식,13249401.0
10004,[066620],국보디자인,코스닥시장상장법인,424,실내건축 및 건축마무리 공사업,12,2019-12-31,사업보고서,KRW,entity00253985_udf_BS_201832622500335_NoncurrentAssets,무형자산,2382370000.0
10012,[066620],국보디자인,코스닥시장상장법인,424,실내건축 및 건축마무리 공사업,12,2019-12-31,사업보고서,KRW,entity00253985_udf_BS_2018326225453680_CurrentLiabilities,초과청구공사,37666180000.0
10082,[078130],국일제지,코스닥시장상장법인,179,기타 종이 및 판지 제품 제조업,12,2019-12-31,사업보고서,KRW,entity00104573_udf_BS_2020327175356625_CurrentAssets,기타유동비금융자산,713227840.0
10083,[078130],국일제지,코스닥시장상장법인,179,기타 종이 및 판지 제품 제조업,12,2019-12-31,사업보고서,KRW,entity00104573_udf_BS_2020327172640650_CurrentAssets,단기대여금및수취채권,15930000.0
10084,[078130],국일제지,코스닥시장상장법인,179,기타 종이 및 판지 제품 제조업,12,2019-12-31,사업보고서,KRW,entity00104573_udf_BS_202032717278508_CurrentAssets,파생금융상품자산,
10108,[078130],국일제지,코스닥시장상장법인,179,기타 종이 및 판지 제품 제조업,12,2019-12-31,사업보고서,KRW,entity00104573_udf_BS_2020327173826225_LiabilitiesAbstract,기타유동비금융부채,182571340.0
10109,[078130],국일제지,코스닥시장상장법인,179,기타 종이 및 판지 제품 제조업,12,2019-12-31,사업보고서,KRW,entity00104573_udf_BS_2020327173853913_LiabilitiesAbstract,파생금융상품부채,19701110000.0
10113,[078130],국일제지,코스닥시장상장법인,179,기타 종이 및 판지 제품 제조업,12,2019-12-31,사업보고서,KRW,entity00104573_udf_BS_202032717418929_NoncurrentLiabilities,비유동성리스부채,94273650.0
10139,[002720],국제약품,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00104722_udf_BS_202032010225963_CurrentAssets,기타수취채권,15978589000.0
10145,[002720],국제약품,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00104722_udf_BS_2020320104252709_NoncurrentAssets,기타수취채권,1915296100.0
10230,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_2019111417319764_CurrentAssets,기타금융자산,713000000.0
10238,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_20191114171135202_NoncurrentAssets,당기손익-공정가치측정금융자산,520507700.0
10239,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_2019111417115562_NoncurrentAssets,공동기업투자주식,128271890.0
10241,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_2019111417131450_NoncurrentAssets,무형자산,566700540.0
10253,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_2019111418150753_OtherCurrentFinancialLiabilities,기타금융부채,164539470.0
10255,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_20203191255171_OtherCurrentFinancialLiabilities,리스부채,83070760.0
10261,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_20191114172633121_NoncurrentLiabilities,확정급여부채,1128760400.0
10262,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_20191114172550768_NoncurrentLiabilities,기타채무,94800000.0
10263,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_2020319122456963_NoncurrentLiabilities,리스부채,134300900.0
10264,[186230],그린플러스,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00602279_udf_BS_2019111417272560_NoncurrentLiabilities,기타금융부채,200000000.0
10282,[014530],극동유화,유가증권시장상장법인,192,석유 정제품 제조업,12,2019-12-31,사업보고서,KRW,entity00105156_udf_BS_2017117105655714_CurrentAssets,기타채권,9784131000.0
10295,[014530],극동유화,유가증권시장상장법인,192,석유 정제품 제조업,12,2019-12-31,사업보고서,KRW,entity00105156_udf_BS_201711711443789_NoncurrentAssets,장기기타채권,10703985000.0
10445,[032860],글로스퍼랩스,코스닥시장상장법인,383,"해체, 선별 및 원료 재생업 ",12,2019-12-31,사업보고서,KRW,entity00205687_udf_BS_2017103195223558_EquityAttributableToOwnersOfParent,납입자본,68140265000.0
10456,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_202032392428992_CurrentAssets,대출채권,
10457,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_2018512214044422_CurrentAssets,금융리스채권,536573660.0
10477,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_2018514132310798_CurrentLiabilities,유동금융부채,8309422000.0
10478,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_201887164042716_CurrentLiabilities,유동차입금,327046630000.0
10484,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_201887164128161_NoncurrentLiabilities,비유동차입금,22848040000.0
10486,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_201981214352297_NoncurrentLiabilities,순확정급여부채,
10494,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_201851220594147_EquityAttributableToOwnersOfParent,납입자본,38562780000.0
10495,[014280],금강공업,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00105299_udf_BS_2018512205929649_EquityAttributableToOwnersOfParent,기타불입자본,5306499600.0
10592,[001570],금양,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00106119_udf_BS_202032318538823_CurrentAssets,당기손익-공정가치측정금융자산,0.0
10593,[001570],금양,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00106119_udf_BS_202032411239524_CurrentAssets,당기손익인식금융자산,0.0
10598,[001570],금양,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00106119_udf_BS_20203231896251_CurrentAssets,기타수취채권,8094363000.0
10602,[001570],금양,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00106119_udf_BS_2020323181357428_NoncurrentAssets,당기손익-공정가치측정금융자산,331187600.0
10605,[001570],금양,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00106119_udf_BS_2020323181448211_NoncurrentAssets,기타수취채권,4193722400.0
10644,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_202032418315587_CurrentAssets,단기매도가능금융자산,
10646,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_20171114103233349_CurrentAssets,단기대여금및기타채권,124268530000.0
10647,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_2018315175138381_CurrentAssets,선급금,24521796000.0
10648,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_20171114103642253_CurrentAssets,선급공사원가,55272813000.0
10652,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_20198813385501_CurrentAssets,매각예정비유동자산,303494100000.0
10655,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_2017111410425621_NoncurrentAssets,장기대여금및기타채권,28086039000.0
10656,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_202032418417804_NoncurrentAssets,장기매도가능금융자산,
10657,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_2018561034239_NoncurrentAssets,당기손익-공정가치측정금융자산,45452960000.0
10658,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_20185610344766_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,79263244000.0
10659,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_20171114104354589_NoncurrentAssets,관계기업투자,31746107000.0
10662,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_20171114104616957_NoncurrentAssets,무형자산,12788733000.0
10673,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_20171114104748757_CurrentLiabilities,예수금,57244836000.0
10677,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_2019511173741471_CurrentLiabilities,유동성리스부채,5227193000.0
10681,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_2019325125713496_NoncurrentLiabilities,조기상환청구권,
10683,[002990],금호산업,유가증권시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00106313_udf_BS_2019511173917623_NoncurrentLiabilities,리스부채,23323361000.0
10762,[214330],금호에이치티,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00105606_udf_BS_201887161510728_NoncurrentAssets,만기보유금융자산,
